# Frostfuscator Mapping File
# Generated at 2026-07-20T15:10:39.862313800

# Class Mappings
    com/acme/frostfixture/FlowCases.QYWjQcGKID()Ljava/lang/String; -> iy
    com/acme/frostfixture/PluginEntrypoint.Cz8ZAnlbYOWJj()Ljava/lang/String; -> abg
    com/acme/frostfixture/LambdaUser.CsvtmotQDw()Ljava/lang/String; -> ra
    com/acme/frostfixture/AnnotatedEndpoint.Uu8O9J7jvf3()Ljava/lang/String; -> ce
    com/acme/frostfixture/ServiceImpl.N8dJrNOiCM284()Ljava/lang/String; -> ajr
    com/acme/frostfixture/TracePrinter.fO6xdQpjwwSpyJC()Ljava/lang/String; -> alo
    com/acme/frostfixture/NativeBridge.n0vB40rDHFE()Ljava/lang/String; -> xi
    com/acme/frostfixture/GenericBox.gyJhqRmVQ706s()Ljava/lang/String; -> ny
    com/acme/frostfixture/LambdaUser.IXA4adEuUL()Ljava/lang/String; -> qg
    com/acme/frostfixture/ResourceUser.ItJZrNFoG()Ljava/lang/String; -> ago
    com/acme/frostfixture/TracePrinter.s9bB94OWwF()Ljava/lang/String; -> alw
    com/acme/frostfixture/TracePrinter.su5p80HgSPkx()Ljava/lang/String; -> amu
    com/acme/frostfixture/f.validateState(Ljava/util/Collection;)I -> arx
    com/acme/frostfixture/ResourceUser.c0YTHc7KWomZmT()Ljava/lang/String; -> agm
    com/acme/frostfixture/ApiHidingCases.MGGm8zrUJYUND()Ljava/lang/String; -> cu
    com/acme/frostfixture/NativeBridge.oWi0AUsLr1SnFU()Ljava/lang/String; -> xh
    com/acme/frostfixture/TracePrinter.zmbiTBpWh()Ljava/lang/String; -> als
    com/acme/frostfixture/c.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> aqe
    com/acme/frostfixture/PluginEntrypoint.nlsbbqPCDn3Xn()Ljava/lang/String; -> abd
    com/acme/frostfixture/ReflectionTarget.IR1hQhYapg()Ljava/lang/String; -> acz
    com/acme/frostfixture/e.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> arj
    com/acme/frostfixture/MbaCases.KAz72xZeBaB()Ljava/lang/String; -> to
    com/acme/frostfixture/x.calculateChecksum(Ljava/lang/String;)Z -> bbj
    com/acme/frostfixture/MbaCases.xqs9yK0SrlPq3B()Ljava/lang/String; -> uw
    com/acme/frostfixture/a.readProperty(Ljava/util/Collection;)I -> aow
    com/acme/frostfixture/ResourceUser.mIoxe7ST0()Ljava/lang/String; -> afw
    com/acme/frostfixture/MbaCases.udxm2yabJoN7()Ljava/lang/String; -> tm
    com/acme/frostfixture/PluginEntrypoint.QesyUiMjT()Ljava/lang/String; -> yj
    com/acme/frostfixture/x.mergeOptions(J)J -> bbd
    com/acme/frostfixture/h.isReady(Ljava/util/Map;)Ljava/util/Map; -> ate
    com/acme/frostfixture/MbaCases.bmrwS85yMQs()Ljava/lang/String; -> tb
    com/acme/frostfixture/n.normalizeName(Ljava/util/Collection;)I -> awm
    com/acme/frostfixture/PluginEntrypoint.MT3CqySvDv()Ljava/lang/String; -> zv
    com/acme/frostfixture/ServiceImpl.GZjSze4RMSk()Ljava/lang/String; -> aif
    com/acme/frostfixture/ApiHidingCases.qBYHDzMGq3c0wyV()Ljava/lang/String; -> ea
    com/acme/frostfixture/ResourceUser.r5um0oPen4JZqUk()Ljava/lang/String; -> afl
    com/acme/frostfixture/FlowCases.OdJeVk2HbuVGZD()Ljava/lang/String; -> ko
    com/acme/frostfixture/ReflectionTarget.fpbIyZZyiseizWv()Ljava/lang/String; -> adr
    com/acme/frostfixture/ResourceUser.bjkk5qa05aZdsbX()Ljava/lang/String; -> ahd
    com/acme/frostfixture/NativeBridge.gSX0SvPuy()Ljava/lang/String; -> wn
    com/acme/frostfixture/TracePrinter.ADySIdiAd34aBlS()Ljava/lang/String; -> alk
    com/acme/frostfixture/h.drainQueue(I)I -> atn
    com/acme/frostfixture/FlowCases.CjcC6EzC1zYxi()Ljava/lang/String; -> jh
    com/acme/frostfixture/ApiHidingCases.d1QHWCzIwK()Ljava/lang/String; -> ef
    com/acme/frostfixture/FixtureApp.Te80EMlafRIsu()Ljava/lang/String; -> hv
    com/acme/frostfixture/GenericBox.w9KrY7I4CDAKp()Ljava/lang/String; -> mn
    com/acme/frostfixture/ReflectionTarget.kFq8LZjq0OO()Ljava/lang/String; -> adq
    com/acme/frostfixture/ApiHidingCases.tfnb9r8T2Out()Ljava/lang/String; -> fk
    com/acme/frostfixture/ReflectionTarget.b4cX3MADurzukPp()Ljava/lang/String; -> adn
    jdk/jfr/Threshold.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ResourceUser.sL4IasFiENq()Ljava/lang/String; -> ahw
    com/acme/frostfixture/b.openSession()V -> apt
    com/acme/frostfixture/c.saveCache(Ljava/lang/String;)Ljava/lang/String; -> apw
    com/acme/frostfixture/AnnotatedEndpoint.rcCpYPiQn()Ljava/lang/String; -> q
    com/acme/frostfixture/ReflectionTarget.Ps5M0ivGil()Ljava/lang/String; -> abv
    com/acme/frostfixture/MbaCases.iBe5mraYOiyL()Ljava/lang/String; -> ur
    com/acme/frostfixture/ReflectionTarget.HBCT8gqCkKA0r()Ljava/lang/String; -> adl
    com/acme/frostfixture/ReflectionTarget.gW6N7SYqlWcx()Ljava/lang/String; -> ads
    com/acme/frostfixture/ResourceUser.qqNKydwxK6n()Ljava/lang/String; -> afy
    com/acme/frostfixture/NativeBridge.hMdY2EywMbSH()Ljava/lang/String; -> xm
    com/acme/frostfixture/ServiceImpl.LfEzR9C88PD()Ljava/lang/String; -> ajw
    com/acme/frostfixture/TracePrinter.R3OoXRlF6()Ljava/lang/String; -> alg
    com/acme/frostfixture/w.validateState(Ljava/util/Collection;)I -> bam
    jdk/jfr/Name.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ApiHidingCases.bmlCKwPqQFt()Ljava/lang/String; -> fm
    com/acme/frostfixture/w.normalizeName(Ljava/util/Collection;)I -> bau
    com/acme/frostfixture/GenericBox.add(Ljava/lang/Comparable;)V -> mb
    com/acme/frostfixture/NativeBridge.FL6GrMy4zPQb()Ljava/lang/String; -> vu
    com/acme/frostfixture/AnnotatedEndpoint.vPVFxGTp6G2B()Ljava/lang/String; -> y
    com/acme/frostfixture/MbaCases.nnXffLfKD9()Ljava/lang/String; -> ts
    com/acme/frostfixture/TracePrinter.NcFyHEvfrlD8()Ljava/lang/String; -> alj
    com/acme/frostfixture/ReflectionTarget.XHZZ0pgKUAr3()Ljava/lang/String; -> aen
    com/acme/frostfixture/b.readProperty(Ljava/util/Collection;)I -> apr
    com/acme/frostfixture/LambdaUser.TmeMHh97tJD2H()Ljava/lang/String; -> qc
    com/acme/frostfixture/ServiceImpl.Tr7Yqp2PvO75hZz()Ljava/lang/String; -> aja
    com/acme/frostfixture/o.mergeOptions(J)J -> awu
    com/acme/frostfixture/FlowCases.CYnkWEzYfbTPmO()Ljava/lang/String; -> jl
    com/acme/frostfixture/MbaCases.sSHuBn5t0ZrGuA8()Ljava/lang/String; -> tu
    com/acme/frostfixture/NativeBridge.UuW3T0Juwkxmnt(Ljava/lang/String;I)Ljava/lang/String; -> vc
    com/acme/frostfixture/ReflectionTarget.bSGM3JbBmNEd()Ljava/lang/String; -> ado
    com/acme/frostfixture/TracePrinter.cSXT2MfOcbLm()Ljava/lang/String; -> ane
    com/acme/frostfixture/ReflectionTarget.WwkocrkLfmiT1()Ljava/lang/String; -> acn
    com/acme/frostfixture/FixtureApp.WjR0u2uVdck5B()Ljava/lang/String; -> gh
    com/acme/frostfixture/w.resolveContext(Ljava/lang/String;)Z -> bal
    com/acme/frostfixture/AnnotatedEndpoint.PDTrFmdUBidwvux()Ljava/lang/String; -> bo
    com/acme/frostfixture/ApiHidingCases.vZWah9cKidqK()Ljava/lang/String; -> dt
    com/acme/frostfixture/p.saveCache(Ljava/lang/String;)Ljava/lang/String; -> aww
    com/acme/frostfixture/g.resetState()V -> ass
    com/acme/frostfixture/MbaCases.S3JW1NrPL()Ljava/lang/String; -> sw
    com/acme/frostfixture/b.mergeOptions(J)J -> apc
    com/acme/frostfixture/ApiHidingCases.gO770l8e7C()Ljava/lang/String; -> cw
    com/acme/frostfixture/TracePrinter.vwbHbXBKFPoG()Ljava/lang/String; -> and
    com/acme/frostfixture/ReflectionTarget.zfWQfns6sjU()Ljava/lang/String; -> abz
    com/acme/frostfixture/FixtureApp.UGC0SMBYFoGT()Ljava/lang/String; -> gf
    com/acme/frostfixture/AnnotatedEndpoint.FGpALDC0IiEK6B()Ljava/lang/String; -> al
    com/acme/frostfixture/GenericBox.cAw610GRE()Ljava/lang/String; -> nt
    com/acme/frostfixture/NativeBridge.tTPXVJBalFpPt()Ljava/lang/String; -> vs
    com/acme/frostfixture/NativeBridge.Ywz5P3NDoj()Ljava/lang/String; -> wd
    com/acme/frostfixture/ResourceUser.wf7HdlS2u4uCr()Ljava/lang/String; -> ahy
    com/acme/frostfixture/ResourceUser.hC72Sx3q3()Ljava/lang/String; -> afs
    com/acme/frostfixture/v.resolveContext(Ljava/lang/String;)Z -> azz
    com/acme/frostfixture/LambdaUser.nIO2QJShIY()Ljava/lang/String; -> qm
    com/acme/frostfixture/PluginEntrypoint.sUNoom6EgoAFk4G()Ljava/lang/String; -> yw
    com/acme/frostfixture/a.calculateChecksum(Ljava/lang/String;)Z -> aon
    com/acme/frostfixture/ReflectionTarget.sB3DNIHKeEH()Ljava/lang/String; -> aeb
    com/acme/frostfixture/t.validateState(Ljava/util/Collection;)I -> azd
    com/acme/frostfixture/AnnotatedEndpoint.fRZqVWAaKDNpJl()Ljava/lang/String; -> af
    com/acme/frostfixture/u.mergeOptions(J)J -> azo
    com/acme/frostfixture/ServiceImpl.jteRxMIpwoDCvI()Ljava/lang/String; -> aih
    com/acme/frostfixture/PluginEntrypoint.wZbXTFrCEU()Ljava/lang/String; -> aav
    com/acme/frostfixture/FixtureApp.XcGqtVsfvM508i()Ljava/lang/String; -> ha
    com/acme/frostfixture/LambdaUser.vqYwNjMI0()Ljava/lang/String; -> rv
    com/acme/frostfixture/ResourceUser.yFDLeXuz2Czo71i()Ljava/lang/String; -> ahz
    com/acme/frostfixture/x.validateState(Ljava/util/Collection;)I -> bbc
    jdk/jfr/internal/Throttle.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ApiHidingCases.GMP03UptryMt8x()Ljava/lang/String; -> ey
    com/acme/frostfixture/GenericBox.M9DWbVtfnjJPR()Ljava/lang/String; -> on
    com/acme/frostfixture/w.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> bay
    com/acme/frostfixture/ReflectionTarget.DkSmPGOeGSCTd()Ljava/lang/String; -> adg
    com/acme/frostfixture/ApiHidingCases.fWKrbJEVqSmZPGI()Ljava/lang/String; -> db
    com/acme/frostfixture/ApiHidingCases.lAhD9GUSvD()Ljava/lang/String; -> dy
    com/acme/frostfixture/u.calculateChecksum(Ljava/lang/String;)Z -> azu
    com/acme/frostfixture/NativeBridge.osMTzHBMmLSvt()Ljava/lang/String; -> xs
    com/acme/frostfixture/PluginEntrypoint.dw4u4pA83J5nqlm()Ljava/lang/String; -> aan
    com/acme/frostfixture/ServiceImpl.JsL6nHvmNYKkms()Ljava/lang/String; -> ail
    com/acme/frostfixture/ResourceUser.uca5biY7i()Ljava/lang/String; -> afi
    com/acme/frostfixture/AnnotatedEndpoint.SmgROQ1OIsm1Hxw()Ljava/lang/String; -> ax
    com/acme/frostfixture/g.formatStatus([I)I -> asl
    com/acme/frostfixture/b.closeSession(I)I -> apg
    com/acme/frostfixture/l.applyDefaults(J)J -> avs
    com/acme/frostfixture/TracePrinter.SwDWVXx4DFdRtyz()Ljava/lang/String; -> anm
    com/acme/frostfixture/LambdaUser.mGniePDwxUb8()Ljava/lang/String; -> rc
    com/acme/frostfixture/NativeBridge.nativeValue(I)I -> va
    com/acme/frostfixture/PluginEntrypoint.ZqfCMXfJKlFw()Ljava/lang/String; -> aaf
    com/acme/frostfixture/MbaCases.NSgpjwkQv6n7MyQ(Ljava/lang/String;I)Ljava/lang/String; -> sj
    com/acme/frostfixture/PluginEntrypoint.LGf1MojoSEP5i()Ljava/lang/String; -> zp
    com/acme/frostfixture/o.validateState(Ljava/util/Collection;)I -> awt
    com/acme/frostfixture/GenericBox.hFKupETrhqYpH8()Ljava/lang/String; -> my
    com/acme/frostfixture/h.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> ato
    com/acme/frostfixture/LambdaUser.yMmHgE0lBG()Ljava/lang/String; -> sd
    com/acme/frostfixture/s.saveCache(Ljava/lang/String;)Ljava/lang/String; -> ayd
    com/acme/frostfixture/LambdaUser.Tzyvt9YEj()Ljava/lang/String; -> qv
    com/acme/frostfixture/NativeBridge.fq07iXfOQ()Ljava/lang/String; -> xb
    com/acme/frostfixture/MbaCases.Pxzl4KFgHQku6K()Ljava/lang/String; -> ui
    com/acme/frostfixture/e.closeSession(I)I -> ari
    com/acme/frostfixture/NativeBridge.fGfeBgWv8lfni()Ljava/lang/String; -> wp
    com/acme/frostfixture/FixtureApp.Oc70DH2EHBTi5oA()Ljava/lang/String; -> fy
    com/acme/frostfixture/i.validateState(Ljava/util/Collection;)I -> atu
    com/acme/frostfixture/NativeBridge.cJyZPnd4uiy()Ljava/lang/String; -> xt
    com/acme/frostfixture/LambdaUser.JiyQzYjO3hz()Ljava/lang/String; -> pb
    com/acme/frostfixture/b.calculateChecksum(Ljava/lang/String;)Z -> api
    com/acme/frostfixture/FlowCases.WiKxKOxUqsbSMTU()Ljava/lang/String; -> lz
    com/acme/frostfixture/ReflectionTarget.b18TM1DImtksS()Ljava/lang/String; -> act
    com/acme/frostfixture/ResourceUser.FGdNH4gNUeMs()Ljava/lang/String; -> ahp
    com/acme/frostfixture/l.calculateChecksum(Ljava/lang/String;)Z -> avq
    com/acme/frostfixture/LambdaUser.HjmxA0wNJ()Ljava/lang/String; -> qr
    com/acme/frostfixture/PluginEntrypoint.WH6oSZh7X()Ljava/lang/String; -> abf
    com/acme/frostfixture/a.validateState(Ljava/util/Collection;)I -> aog
    com/acme/frostfixture/p.calculateChecksum(Ljava/lang/String;)Z -> axf
    com/acme/frostfixture/ApiHidingCases.SnnShP5lIq()Ljava/lang/String; -> dl
    com/acme/frostfixture/NativeBridge.Vncunj3fVZGn1()Ljava/lang/String; -> xl
    com/acme/frostfixture/PluginEntrypoint.KwX5hIiQgtZ2Qk2()Ljava/lang/String; -> yi
    com/acme/frostfixture/ReflectionTarget.ULU5RvpHT5DA()Ljava/lang/String; -> aci
    com/acme/frostfixture/AnnotatedEndpoint.TXc0o1wB5fJL()Ljava/lang/String; -> av
    com/acme/frostfixture/ApiHidingCases.imIzGMs4kX0O()Ljava/lang/String; -> eb
    com/acme/frostfixture/m.resolveContext(Ljava/lang/String;)Z -> avx
    com/acme/frostfixture/FixtureApp.KUe1CpUM46()Ljava/lang/String; -> fz
    com/acme/frostfixture/ApiHidingCases.siouNWRWF()Ljava/lang/String; -> de
    com/acme/frostfixture/LambdaUser.zDdoUBxuUH()Ljava/lang/String; -> qt
    com/acme/frostfixture/ServiceImpl.PcCKi2jVIHALf()Ljava/lang/String; -> akr
    com/acme/frostfixture/ApiHidingCases.dPVUNq7raqH3()Ljava/lang/String; -> ej
    com/acme/frostfixture/e.validateState(Ljava/util/Collection;)I -> ard
    com/acme/frostfixture/TracePrinter.R4xoJfMpKqXYuI()Ljava/lang/String; -> ana
    com/acme/frostfixture/s.resolveProvider([I)I -> ayy
    com/acme/frostfixture/ReflectionTarget.uA1PcfHY3DQtUN()Ljava/lang/String; -> aee
    com/acme/frostfixture/ReflectionTarget.PXUBwTkXYfuWj1()Ljava/lang/String; -> acg
    com/acme/frostfixture/u.isReady(Ljava/util/Map;)Ljava/util/Map; -> azr
    com/acme/frostfixture/x.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> bbq
    com/acme/frostfixture/FlowCases.z5sru7pwx5yup()Ljava/lang/String; -> lw
    com/acme/frostfixture/FixtureApp.callable()Ljava/util/concurrent/Callable; -> fr
    com/acme/frostfixture/h.resolveContext(Ljava/lang/String;)Z -> asz
    com/acme/frostfixture/h.closeSession(I)I -> atf
    com/acme/frostfixture/LambdaUser.KTICNTfvuuNGyr5()Ljava/lang/String; -> qw
    com/acme/frostfixture/ServiceImpl.G0OcD0MfKd0qIR6()Ljava/lang/String; -> ajg
    com/acme/frostfixture/AnnotatedEndpoint.wnFBK5nwgIL()Ljava/lang/String; -> ay
    com/acme/frostfixture/ApiHidingCases.DtMXFrsBwIYFGl7()Ljava/lang/String; -> dr
    com/acme/frostfixture/ResourceUser.gB7rUM7dfciSfs6()Ljava/lang/String; -> ahl
    com/acme/frostfixture/FixtureApp.N3qsDVtwYFIgx()Ljava/lang/String; -> ho
    com/acme/frostfixture/MbaCases.HZ6fgJgoarzKE()Ljava/lang/String; -> sn
    com/acme/frostfixture/f.saveCache(Ljava/lang/String;)Ljava/lang/String; -> arv
    com/acme/frostfixture/MbaCases.JIK8f40SLLP()Ljava/lang/String; -> ue
    com/acme/frostfixture/j.calculateChecksum(Ljava/lang/String;)Z -> aur
    com/acme/frostfixture/f.calculateChecksum(Ljava/lang/String;)Z -> ase
    com/acme/frostfixture/ApiHidingCases.pvA2X7D8f()Ljava/lang/String; -> er
    com/acme/frostfixture/TracePrinter.E57QiwcY0nSjq()Ljava/lang/String; -> ang
    com/acme/frostfixture/g.calculateChecksum(Ljava/lang/String;)Z -> asp
    com/acme/frostfixture/AnnotatedEndpoint.QaCV4eCjqN73Q()Ljava/lang/String; -> v
    com/acme/frostfixture/AnnotatedEndpoint.qaVNPNNfxVR6lP()Ljava/lang/String; -> ac
    com/acme/frostfixture/ServiceImpl.FntqBOLSu3DwwY()Ljava/lang/String; -> akd
    com/acme/frostfixture/ApiHidingCases.t9mP6fZYu()Ljava/lang/String; -> en
    com/acme/frostfixture/r.validateState(Ljava/util/Collection;)I -> axu
    com/acme/frostfixture/ReflectionTarget.TVO1qRzmgwdIaI()Ljava/lang/String; -> aek
    com/acme/frostfixture/j.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> auw
    com/acme/frostfixture/a.formatStatus([I)I -> aoj
    com/acme/frostfixture/c.calculateChecksum(Ljava/lang/String;)Z -> aqf
    com/acme/frostfixture/ApiHidingCases.RQJQn7Xpt()Ljava/lang/String; -> fe
    com/acme/frostfixture/TracePrinter.LnC6Ho3ohIJl()Ljava/lang/String; -> alp
    com/acme/frostfixture/u.closeSession(I)I -> azs
    com/acme/frostfixture/e.resolveContext(Ljava/lang/String;)Z -> arc
    com/acme/frostfixture/FlowCases.CuF1a4sSl()Ljava/lang/String; -> lf
    com/acme/frostfixture/b.validateState(Ljava/util/Collection;)I -> apb
    com/acme/frostfixture/TracePrinter.vjaOPOxAdot()Ljava/lang/String; -> amz
    com/acme/frostfixture/GenericBox.lMStkbUZ24Oet()Ljava/lang/String; -> nh
    com/acme/frostfixture/MbaCases.qFZbFHPJdN()Ljava/lang/String; -> uy
    com/acme/frostfixture/GenericBox.JPmr0vDxSb()Ljava/lang/String; -> mo
    com/acme/frostfixture/b.formatStatus([I)I -> ape
    com/acme/frostfixture/NativeBridge.D15nQTpRnncI()Ljava/lang/String; -> vx
    com/acme/frostfixture/v.saveCache(Ljava/lang/String;)Ljava/lang/String; -> azy
    com/acme/frostfixture/MbaCases.foinzEv623()Ljava/lang/String; -> uj
    com/acme/frostfixture/GenericBox.kvUypTi9x8vd()Ljava/lang/String; -> oc
    jdk/jfr/Timestamp.value()Ljava/lang/String; -> is
    com/acme/frostfixture/LambdaUser.fZeejuXP3F6y2Y()Ljava/lang/String; -> pj
    com/acme/frostfixture/ApiHidingCases.GFPSXAAm1XH1Sc()Ljava/lang/String; -> fg
    com/acme/frostfixture/FixtureApp.g18qyC58R6kzY()Ljava/lang/String; -> hj
    com/acme/frostfixture/i.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> aug
    com/acme/frostfixture/ResourceUser.UXuTyQAVJPC0loC()Ljava/lang/String; -> agq
    com/acme/frostfixture/NativeBridge.YNgOS5vcY()Ljava/lang/String; -> we
    com/acme/frostfixture/n.resetState()V -> awo
    com/acme/frostfixture/MbaCases.AhnivIlV2()Ljava/lang/String; -> ua
    com/acme/frostfixture/AnnotatedEndpoint.uvbdY9mD828()Ljava/lang/String; -> bn
    com/acme/frostfixture/FixtureApp.QCYDh5VIJL2()Ljava/lang/String; -> hx
    com/acme/frostfixture/ServiceImpl.helper(Ljava/lang/String;)Ljava/lang/String; -> aic
    com/acme/frostfixture/NativeBridge.kIPbGPodx()Ljava/lang/String; -> wl
    com/acme/frostfixture/PluginEntrypoint.rKKn5VIld1I6Yeg()Ljava/lang/String; -> zd
    com/acme/frostfixture/LambdaUser.emucNxAQ8vUy()Ljava/lang/String; -> pk
    com/acme/frostfixture/ResourceUser.TOwBMd53fpiC()Ljava/lang/String; -> aga
    com/acme/frostfixture/ServiceImpl.vrviShOmpc40onZ()Ljava/lang/String; -> akx
    com/acme/frostfixture/ApiHidingCases.RdPIOFgPWZz()Ljava/lang/String; -> df
    com/acme/frostfixture/FixtureApp.k3kQpfY36dwXa()Ljava/lang/String; -> ie
    com/acme/frostfixture/ServiceImpl.pJpFTMyCtv(Ljava/lang/String;I)Ljava/lang/String; -> aid
    com/acme/frostfixture/f.resolveContext(Ljava/lang/String;)Z -> arw
    com/acme/frostfixture/p.isReady(Ljava/util/Map;)Ljava/util/Map; -> axc
    com/acme/frostfixture/MbaCases.FAe9s2WbqghCj()Ljava/lang/String; -> uu
    com/acme/frostfixture/PluginEntrypoint.mrby5g9pQqy()Ljava/lang/String; -> yg
    com/acme/frostfixture/PluginEntrypoint.f6rUiEwMayKpgdF()Ljava/lang/String; -> abi
    com/acme/frostfixture/ResourceUser.EfaoLurfPZ9()Ljava/lang/String; -> agp
    com/acme/frostfixture/FlowCases.C79zBrCQKh5SLNw()Ljava/lang/String; -> ln
    com/acme/frostfixture/ServiceImpl.rvIkxW3UNOC3N()Ljava/lang/String; -> akc
    com/acme/frostfixture/AnnotatedEndpoint.qQ16QRxH2()Ljava/lang/String; -> br
    com/acme/frostfixture/ResourceUser.tRVNF8FrKA4X5()Ljava/lang/String; -> afh
    com/acme/frostfixture/x.resetState()V -> bbm
    com/acme/frostfixture/ApiHidingCases.FIlAntFu3wGqaNP()Ljava/lang/String; -> fd
    com/acme/frostfixture/d.resolveContext(Ljava/lang/String;)Z -> aqs
    com/acme/frostfixture/j.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> auy
    com/acme/frostfixture/c.buildLookupKey([I)I -> aqj
    com/acme/frostfixture/ResourceUser.elAIlEeAc()Ljava/lang/String; -> afm
    com/acme/frostfixture/TracePrinter.IhuvW09ctg1R()Ljava/lang/String; -> anq
    com/acme/frostfixture/ResourceUser.iFgshHprOO7o()Ljava/lang/String; -> aha
    com/acme/frostfixture/ResourceUser.ms7VGOeaLuH()Ljava/lang/String; -> afz
    com/acme/frostfixture/PluginEntrypoint.X7uarZ3EAwoTjO()Ljava/lang/String; -> aar
    com/acme/frostfixture/ApiHidingCases.iJMQsJR9Hrb()Ljava/lang/String; -> es
    com/acme/frostfixture/FlowCases.QPyhrRWyL()Ljava/lang/String; -> lc
    com/acme/frostfixture/b.resolveProvider([I)I -> apu
    com/acme/frostfixture/e.readProperty(Ljava/util/Collection;)I -> art
    com/acme/frostfixture/ReflectionTarget.EBmowpU5ePCMDQ()Ljava/lang/String; -> adv
    com/acme/frostfixture/c.closeSession(I)I -> aqd
    com/acme/frostfixture/l.buildLookupKey([I)I -> avu
    com/acme/frostfixture/w.loadCache(I)I -> baj
    com/acme/frostfixture/g.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> asu
    com/acme/frostfixture/ResourceUser.GPLXhkFtLc6p()Ljava/lang/String; -> agr
    com/acme/frostfixture/TracePrinter.z7p0ymhTlGKy()Ljava/lang/String; -> amw
    com/acme/frostfixture/FlowCases.cyknFv0teqO()Ljava/lang/String; -> ks
    com/acme/frostfixture/ApiHidingCases.SFJjEiuTM3w()Ljava/lang/String; -> dx
    com/acme/frostfixture/o.loadCache(I)I -> awq
    com/acme/frostfixture/p.closeSession(I)I -> axd
    com/acme/frostfixture/LambdaUser.tKRmeZuXmN7()Ljava/lang/String; -> qx
    com/acme/frostfixture/LambdaUser.TwhivuuG7upyDg()Ljava/lang/String; -> pm
    com/acme/frostfixture/NativeBridge.RekooZWyuaPvk()Ljava/lang/String; -> xq
    com/acme/frostfixture/d.formatStatus([I)I -> aqw
    com/acme/frostfixture/MbaCases.HLf2EQtqtpUJ()Ljava/lang/String; -> ub
    com/acme/frostfixture/AnnotatedEndpoint.TyGTGgK3zn0()Ljava/lang/String; -> ak
    com/acme/frostfixture/FixtureApp.LEqS0wpDWtRh()Ljava/lang/String; -> gn
    com/acme/frostfixture/ServiceImpl.e3EOLXcyA()Ljava/lang/String; -> ajn
    com/acme/frostfixture/ReflectionTarget.jW7MXrnROQt(Ljava/lang/String;I)Ljava/lang/String; -> abp
    com/acme/frostfixture/ResourceUser.a3VhR7qtS()Ljava/lang/String; -> agj
    com/acme/frostfixture/PluginEntrypoint.pXnucg2n2r()Ljava/lang/String; -> aaj
    com/acme/frostfixture/FlowCases.q11oa0Q7Ip2()Ljava/lang/String; -> jv
    com/acme/frostfixture/ResourceUser.OgViBRa9sz5NbEu()Ljava/lang/String; -> aez
    com/acme/frostfixture/NativeBridge.zic6RMNw2r5iO()Ljava/lang/String; -> wg
    com/acme/frostfixture/l.saveCache(Ljava/lang/String;)Ljava/lang/String; -> avh
    com/acme/frostfixture/ReflectionTarget.lNVwBle02SB7R()Ljava/lang/String; -> adz
    com/acme/frostfixture/e.loadCache(I)I -> ara
    com/acme/frostfixture/TracePrinter.cNHXQKqKnGnke81()Ljava/lang/String; -> all
    com/acme/frostfixture/FixtureApp.HoKydYBZvh8p()Ljava/lang/String; -> gj
    com/acme/frostfixture/FixtureApp.B7Xbj1iIC2()Ljava/lang/String; -> gb
    com/acme/frostfixture/ResourceUser.lfDXRcUn5uHt()Ljava/lang/String; -> ahq
    com/acme/frostfixture/AnnotatedEndpoint.h1ie8PKqOZ6F7F()Ljava/lang/String; -> aj
    com/acme/frostfixture/FlowCases.RoiceTtPGm()Ljava/lang/String; -> ki
    com/acme/frostfixture/l.mergeOptions(J)J -> avk
    com/acme/frostfixture/ServiceImpl.fvMo2N2aD()Ljava/lang/String; -> akl
    com/acme/frostfixture/ResourceUser.b70cywfgEBh7()Ljava/lang/String; -> ahg
    com/acme/frostfixture/ApiHidingCases.FjzQC4fxI()Ljava/lang/String; -> fc
    com/acme/frostfixture/ApiHidingCases.ZsfILtdti()Ljava/lang/String; -> fa
    com/acme/frostfixture/MbaCases.y7dLjIxAaGkQG7l()Ljava/lang/String; -> ss
    com/acme/frostfixture/PluginEntrypoint.fEPfi8iK1RGn(Ljava/lang/String;I)Ljava/lang/String; -> ya
    com/acme/frostfixture/ReflectionTarget.evbsObjlGrM()Ljava/lang/String; -> acc
    com/acme/frostfixture/j.readProperty(Ljava/util/Collection;)I -> ava
    com/acme/frostfixture/LambdaUser.ihh05Et1fC94Hsr()Ljava/lang/String; -> rg
    com/acme/frostfixture/ResourceUser.YyP2dMKGIh()Ljava/lang/String; -> aey
    com/acme/frostfixture/ApiHidingCases.n5G8SvK9OUc9qz()Ljava/lang/String; -> ff
    com/acme/frostfixture/LambdaUser.P15JK8VAJ4xQ()Ljava/lang/String; -> ri
    com/acme/frostfixture/ResourceUser.Vm4RDRlcbyv()Ljava/lang/String; -> ags
    com/acme/frostfixture/FixtureApp.SuthXHXdzUqjcjc()Ljava/lang/String; -> gv
